block href,block,mt-3,mt-3 2,bg-transparent,bg-transparent 2,bg-transparent 3,bg-transparent 4,bg-transparent 5,bg-transparent 6
https://www.myscheme.gov.in/schemes/nbm,National Bamboo Mission,Ministry Of Agriculture and Farmers Welfare,Restructured National Bamboo Mission was launched during 2018-19 as a Centrally Sponsored Scheme (CSS) after the historical amendment of the Indian Forest Act during 2017 to exclude bamboo out from definition of tree.,Bamboo Marketing,Bamboo Plantation,Product Development,Quality Planting Material,,
https://www.myscheme.gov.in/schemes/aogusyscsrfit,Ayush Oushadhi Gunvatta evam Uttpadan Samvardhan Yojana (AOGUSY): Strengthening of Central and State Regulatory Frameworks Including Technical Human Resource and Capacity Building Programs for Ayush Drugs,Ministry Of Ayush,"The scheme component aims to strengthen the regulatory framework for Ayush drugs at the Central and State/UT levels by enhancing technical manpower, capacity building, quality control systems, and regulatory infrastructure.",Ayush Drug Regulation,Capacity Building,Drug Testing Laboratories,Regulatory Framework Strengthening,Technical Training,
https://www.myscheme.gov.in/schemes/dsctaecc,Development Support for Coffee in Traditional Areas: Eco-certification of Coffee,Ministry Of Commerce And Industry,"The objective of this scheme is to enable coffee growers to access high-value specialty markets and earn better returns by producing eco-certified coffee that meets established environmental and quality standards, ensuring transparency about the conditions under which the coffee is produced.",Agriculture,Coffee,DBT,Farmer,Subsidy,
https://www.myscheme.gov.in/schemes/pliksmsapi,Production Linked Incentive (PLI) Scheme for Promotion of Domestic Manufacturing of Critical Key Starting Materials (KSMs)/ Drug Intermediates (DIs) and Active Pharmaceutical Ingredients (APIs) in India,Ministry Of Chemicals And Fertilizers,"The objective of the Scheme is to attain self-reliance and reduce import dependence in critical KSMs/DIs/APIs. Under the Scheme, financial incentives shall be given based on threshold investment and domestic sales made by selected applicant for the eligible products.",Bulk Drugs,Domestic Production,Greenfield Projects,Pharmaceutical Manufacturing,PLI,Production Linked Incentive
https://www.myscheme.gov.in/schemes/plispdmmd,Production Linked Incentive Scheme for Promoting Domestic Manufacturing of Medical Devices,Ministry Of Chemicals And Fertilizers,The objective of the Scheme is to provide financial incentive to boost domestic manufacturing and attract large investments in the Medical Device Sector.,Domestic Manufacturing,Import Reduction,Incremental Sales Incentive,Investment Promotion,Medical Devices Manufacturing,PLI
https://www.myscheme.gov.in/schemes/plitextile2,Production Linked Incentive (PLI) Scheme for Textiles Part 2,Ministry Of Textiles,"The scheme aims to promote MMF and technical textile production for global competitiveness and employment generation. Through this scheme, performance-based financial incentives are provided to textile manufacturers.",Employment Generation,MMF Apparel,MMF Fabrics,Technical Textiles,Textile Manufacturers,Textile Production
https://www.myscheme.gov.in/schemes/sfapdchh,Scheme Of Financial Assistance For The Preservation And Development Of Cultural Heritage Of The Himalayas,Ministry Of Culture,"The scheme “Scheme of Financial Assistance for the Preservation and Development of Cultural Heritage of the Himalayas” was launched by the Ministry of Culture, Government of India.",Culture,Development,Financial Assistance,Heritage,Himalayas,
https://www.myscheme.gov.in/schemes/sby,Seva Bhoj Yojna,Ministry Of Culture,"The scheme “Seva Bhoj Yojna” was launched by the Ministry of Culture, Government of India and it has been made operational with effect from the 1st of August, 2018. The scheme shall be applicable within the territorial jurisdiction of India and will remain open from the 1st to 15th of every month.",Bhoj,Charitable Institutions,Free Food,Prasad,Religious Institutions,Seva
https://www.myscheme.gov.in/schemes/sfurti,Scheme of Fund for Regeneration of Traditional Industries,"Ministry Of Micro, Small and Medium Enterprises","To make the traditional industries more productive and competitive and facilitating their sustainable development, the Govt. of India announced in 2005-06, setting up of a fund for the regeneration of traditional industries. Pursuant to this announcement, a Central Sector Scheme titled the “SFURTI"".",Coir,Hard Intervention,MSME,SFURTI,Soft Intervention,Thematic Intervention
https://www.myscheme.gov.in/schemes/bnpfrs,Bank Loan Processing Fee Reimbursement Scheme,"Ministry Of Micro, Small and Medium Enterprises","The Bank Loan Processing Fee Reimbursement Scheme comes under the purview of the Ministry of Micro, Small and Medium Enterprises (MSME) of the Government of India.",Entrepreneurship,Financial Assistance,MSME,Reimbursement,,
https://www.myscheme.gov.in/schemes/rmfgp,Reimbursement of membership Fee in Government promoted E-Commerce Portals,"Ministry Of Micro, Small and Medium Enterprises",Reimbursement of Membership fee of Government promoted e-commerce portals Scheme is a sub scheme under National Scheduled Caste and Scheduled Tribe Hub (NSSH) scheme.,Business,Entrepreneurship,Financial Assistance,,,
https://www.myscheme.gov.in/schemes/naepwdnaieepwdsbakkbvksmsrutz,National Awards For Empowerment Of Persons With Disabilities: National Awards For Institutions Engaged In Empowering Persons With Disabilities: Sugamya Bharat Abhiyan Ke Karyanvayan/badhamukta Vatavaran Ke Srijan Mein Sarvshrestha Rajya/ Ut/ Zila,Ministry Of Social Justice and Empowerment,"The award is given by DoEPwD for outstanding work in Sugamya Bharat Abhiyan and the creation of a barrier-free environment/working conditions for persons with disabilities, the working place with easy mobility, toilet facilities, directions in sign language, etc.",Award,District,Person With Disability,Social Welfare,,
https://www.myscheme.gov.in/schemes/e-yuvase-yuvac,E-YUVA Scheme: E-YUVA Centers,Ministry Of Science And Technology,E-YUVA Centers are housed within the University/Institute set-up. It acts as an anchor and extends requisite support and mentoring to students. Each EYC has a BIRAC-supported pre-incubation space which offers infrastructure and equipment for basic research and experimentation by selected students.,Bio-incubator,Centers,E-YUVA,Equipment,Infrastructure,Institution
https://www.myscheme.gov.in/schemes/pmsetu2,PM SETU (Pradhan Mantri Skilling and Employability Transformation through Upgraded ITIs) – Component II: Capacity Augmentation of Five National Skill Training Institutes (NSTIs) and Setting up of Five National Centres of Excellence for Skilling,Ministry Of Skill Development And Entrepreneurship,"The schemes aims to develop 5 NSTIs as premier National Centres of Excellence for Skilling. Through this scheme, infrastructure upgradation, new trades, and trainer development are provided to the 5 NSTIs and their stakeholders.",Equipment,Infrastructure Upgradation,Modern Labs,New Trades,Residential Facilities,Stakeholders
https://www.myscheme.gov.in/schemes/gpaiscw,Personal Accident Insurance Scheme For Coir Workers,"Ministry Of Micro, Small and Medium Enterprises","The scheme aims to provide financial compensation to deceased/disabled coir workers and their nominees. Through this scheme, insurance compensation benefits are provided to coir workers in case of accidents and disabilities.",Deceased Coir Worker,Financial Assistance,Insurance,Person With Disability,,
https://www.myscheme.gov.in/schemes/icwf,Indian Community Welfare Fund,Ministry Of External Affairs,"A scheme by Ministry of External Affairs (MEA) for the welfare of Overseas Indians; assisting them in distress situations. ICWF has also been a critical support in emergency evacuation of Indian nationals from conflict zones, countries affected by natural disasters and other challenging situations.",Artist,Disability,Legal Assistance,Medical Assistance,Non Resident Indian,Overseas Indian
https://www.myscheme.gov.in/schemes/pmgsy,Pradhan Mantri Gram Sadak Yojana,Ministry Of Rural Development,"With the objective of providing rural connectivity, the Government of India launched the Pradhan Mantri Gram Sadak Yojana (referred to as PMGSY-I hereinafter) on 25th December 2000 to provide all-weather access to eligible unconnected habitations.",Road,Rural,,,,
https://www.myscheme.gov.in/schemes/pmjdy,Pradhan Mantri Jan Dhan Yojana,Ministry Of Finance,"A National Mission for Financial Inclusion (NMFI), namely, Pradhan Mantri Jan Dhan Yojana (PMJDY) was launched by the Prime Minister across the country on 28th August, 2014. It envisages to provide  universal banking services for every unbanked adult in the country.",Bank,Chota Khata,Insurance,Jan Dhan,,
https://www.myscheme.gov.in/schemes/scafe,Scheme For Campus Accommodation & Facilities Enhancing Social Experience,Ministry of Education,"""Scheme for Campus Accommodation & Facilities Enhancing Social Experience (CAFES)"" was introduced by AICTE to provide financial assistance for construction of hostel to create a congenial study atmosphere free from the shackles of domestic shores so as to encourage students to purse their education.",Accomodation,Hostel,Institution,,,
https://www.myscheme.gov.in/schemes/aicte-spices,"AICTE - Scheme For Promoting Interests, Creativity And Ethics Among Students",Ministry of Education,"AICTE-SPICES scheme provides financial support to institutions for developing students' clubs for the well-rounded development of students by promoting their interests, creativity, and ethics. This club should serve as a model for other clubs in the institution and also those in other institutions.",Institution,Student,,,,
https://www.myscheme.gov.in/schemes/cbsp-stc,Capacity Building For Service Providers - Skill Testing & Certification,Ministry Of Tourism,"The scheme ""Skill Testing & Certification"" is a Suo-Moto Sub-Category of Programmes under the Umbrella Scheme of ""Capacity Building for Service Providers"", Ministry of Tourism. In this scheme, financial assistance is provided to conduct Skilling and Re-Skilling Programmes.",Employment,Skill,Tourism,Training,,
https://www.myscheme.gov.in/schemes/vky,Vanbandhu Kalyan Yojana,Gujarat,"Vanbandhu Kalyan Yojana focuses on integrated, holistic, and inclusive development of tribal communities. It aims at creation of quality social and civil infrastructure, and sustainable livelihood, employment & entrepreneurship in tribal areas such that the income of every tribal family doubles.",Kalyan,Vanbandhu,Vanbandhu Kalyan Yojana,VKY,,
https://www.myscheme.gov.in/schemes/sprs,Single Point Registration Scheme,"Ministry Of Micro, Small and Medium Enterprises",National Small Industries Corporation enlists Micro & Small Enterprises under Single Point Registration scheme for participation in Government Purchases. The units enlisted under this scheme of NSIC are eligible to get the benefits under Public Procurement Policy for Micro & Small Enterprises.,Micro Enterprises,MSE,NSIC,Procurement,Purchase,Registration
